title,company,location,salary_min,salary_max,description,role_category
Data Analyst,Multi Recruit,"Bangalore, Karnataka",500000.0,1500000.0,Measure the sales effectiveness efforts using data science/app/digital nudges. Should be able to work on the clickstream data Should be well versed and willing to work hands-on various Machine Learning techniques Skills Ability to lead a team of 5-6 members. Ability to work with large data sets and present conclusions to key stakeholders. Develop a clear understanding of the client’s business issue to inform the best approach to the problem. Root-cause analysis Define data requirements for crea…,data analyst
Data Analyst,Wissen Technology,"Bangalore, Karnataka",,,"Role- Data Analyst Experience- 2 to 5 years Location-Bangalore Job Role- ● Experience: Minimum of 2 years of professional experience in a data-heavy environment (E-commerce or Fintech experience is a plus). ● SQL Mastery: Exceptional ability to write complex joins, window functions, Analytical functions, and CTEs. Experience with high-scale databases (e.g., BigQuery, Hive, or Postgres). ● Scripting: Functional knowledge of Python for data manipulation (Pandas, NumPy) and basic automation script…",data analyst
Data Analyst,Graphene Services Pte Ltd,"Bangalore, Karnataka",,,"About Graphene Graphene is a Singapore Head quartered AI company which has been recognized as Singapore’s Best Start Up By Switzerland’s Seedstarsworld, and also been awarded as best AI platform for healthcare in Vivatech Paris. Graphene India is also a member of the exclusive NASSCOM Deeptech club. We are developing an AI plaform which is disrupting and replacing traditional Market Research with unbiased insights with a focus on healthcare, consumer goods and financial services. Graphene was f…",data analyst
Data Analyst,Indium,"Hyderabad, Telangana",,,"Requirements 1-3 years of experience in combined data analyst roles. Candidates should have strong knowledge of advanced SQL (window functions, CTEs). Should have strong knowledge of Python (NumPy/Pandas/Seaborn) and data visualisation (Power BI/Tableau/Looker/GDS), ETL exposure, Google Sheets and prompt engineering. Able to handle stakeholders independently with fewer interventions of the reporting manager. Develop strategies to solve problems in logical yet creative ways. We Would Be Excited …",data analyst
Data Analyst,EXL,"Pune, Maharashtra",,,"Description Must-Have: ● 4 / 5 years of professional experience as a Data Analyst with good decision-making, analytical and problem-solving skills. ● SQL, Pyspark, Python with Banking Domain knowledge - Credit & Lending. Working knowledge / experience of Big Data frameworks like Hadoop, Hive and Spark. ● Hands-on experience in query languages like HQL or SQL (Spark SQL) for Data exploration. ● Data mapping: Determine the data mapping required to join multiple data sets together across multiple …",data analyst
Data Analyst,Highfly Sourcing,India,1500000.0,2500000.0,"We are seeking a motivated Data Analyst to support business operations by analyzing data, preparing reports, and delivering meaningful insights. The ideal candidate should be comfortable working with data, identifying patterns, and presenting findings in a clear and actionable way. Key Responsibilities: Collect, clean, and organize data from internal and external sources Analyze large datasets to identify trends, patterns, and opportunities Prepare regular and ad-hoc reports for business stakeh…",data analyst
Data Analyst,Webkit24,"Kolkata, West Bengal",,,"Required Skills & Qualifications: Bachelors degree in Statistics, Mathematics, Computer Science, Economics, or related field 2 years of experience as a Data Analyst or similar role Strong knowledge of SQL, Excel, and data visualization tools (Tableau, Power BI, etc ) Familiarity with Python or R for data analysis is a plus Experience with data warehousing and ETL pipelines is preferred Excellent problem-solving and critical thinking skills Strong communication skills to explain complex data fin…",data analyst
Data Analyst,Webkit24,"Pune, Maharashtra",,,"Required Skills & Qualifications: Bachelors degree in Statistics, Mathematics, Computer Science, Economics, or related field 2 years of experience as a Data Analyst or similar role Strong knowledge of SQL, Excel, and data visualization tools (Tableau, Power BI, etc ) Familiarity with Python or R for data analysis is a plus Experience with data warehousing and ETL pipelines is preferred Excellent problem-solving and critical thinking skills Strong communication skills to explain complex data fin…",data analyst
Data Analyst,Hunarstreet Technologies Pvt Ltd,"Vadodara, Gujarat",600000.0,800000.0,"Job Overview As a Profile Data Setup Analyst, you will play a key role in configuring, analysing, and managing product data for our customers. You will work closely with internal teams and clients to ensure accurate, optimized, and timely data setup in Windowmaker software. This role is perfect for someone who enjoys problem-solving, working with data, and continuously learning. Key Responsibilities • Understand customer product configurations and translate them into structured data using Windo…",data analyst
Data Analyst,Ecolab,India,,,"Job Characteristics: Demonstrates use and application of data analysis principles to examine data systems and determine relationships and meaning of data, as it relates to business and system technical processes, and document accordingly. The employee should demonstrate mastering of skills in at least two of the following data analysis areas: SQL language usage, data governance and security practices, ELT/ETL strategy, quality-of-data evaluation and assessment, and data requirements generation …",data analyst
Data Analyst,Cytiva Life Science,"Bangalore, Karnataka",,,"Be part of something altogether life-changing Working at Cytiva in the Life Sciences industry means being at the forefront of providing new solutions to transform human health. Our incredible customers undertake life-saving activities ranging from fundamental biological research to developing innovative vaccines, new medicines, and cell and gene therapies. At Cytiva you will be able to continuously improve yourself and us – working on challenges that truly matter with people that care for each …",data analyst
